Job ID,title,expires_at,salary_min,salary_max,description,industry
100688,Regulatory & Economic Resources Senior Code Officer - Building,2026-05-29T00:00:00.000000Z,107295.91,177119.99,Job ID: 100688 - High school diploma or GED. Five years of experience inspecting building construction or examining plans. Two (2) years of supervisory experience in the construction industry is required. Must possess a Florida or Miami-Dade County General Contractor's License or a Florida Professional Engineer or Registered Architect license maintained for a minimum of five (5) years. All applicants qualifying for employment will be subject to extensive background screening and will be required to inactivate their certification at their own expense upon employment.,Public Administration
100424,Senior Professional Geologist (Regulatory & Economic Resources),2026-06-04T00:00:00.000000Z,99785.95,163629.72,"Job ID: 100424 - Bachelor's degree in Geology, Hydrogeology or other related science. Must possess a State of Florida Professional Geologist license and a minimum of three years of experience in groundwater modeling and/or evaluation of environmental impact, aquifer characterization, geological formations, or stratigraphic profiles are
 required.",Research
100252,Regulatory & Economic Resources Business Specialist,2027-02-11T00:00:00.000000Z,81422.15,140115.77,"Job ID: 100252 - Bachelor s Degree. A minimum of three years of progressively responsible experience in analyzing, interpreting data, documenting, and supporting process improvements for business operations that may include implementing technology initiatives. Additional related experience can substitute for the required education on a year-to-
 year basis.",Business Development
101024,"Division Chief 3, Department of Solid Waste Management (Trash Division)",2026-05-19T00:00:00.000000Z,107295.91,177119.99,"Job ID: 101024 - Bachelor's degree. Four years of operations experience in refuse collection and/or disposal activities or a related field, including supervisory experience, is required. Additional operations experience in refuse collection and/or disposal activities or a related field, including supervisory experience, may substitute for the required education on a year-to-year basis.",Management
100839,"Division Chief 3, Department of Solid Waste Management (Facility Maintenance Division)",2026-05-19T00:00:00.000000Z,107295.91,177119.99,"Job ID: 100839 - Bachelor s degree. Four years of progressively responsible project management experience in facility maintenance, stationary refuse-handling equipment, or sustained maintenance operations, including supervisory experience, are required. Additional progressively responsible project management experience in facility maintenance, stationary refuse-handling equipment, or sustained maintenance operations, including supervisory experience, may substitute for the required education on a year-for-year basis.",Maintenance
100422,Department of Transportation and Public Works Permits Supervisor,2026-05-18T00:00:00.000000Z,67819.07,119003.17,"Job ID: 100422 - Bachelor's Degree. Three years of land surveying or civil engineering drafting experience is required. Must obtain Miami-Dade County General Engineering licensing or State of Florida General Contractors license within the probationary period. Additional related work experience may substitute for the required education on a year for year basis. Must be able to read, interpret plans and specifications and compose correspondence.",Transportation
100845,"Construction Contracts Specialist (Department of Transportation & Public
 Works)",2026-05-19T00:00:00.000000Z,63662.99,112071.87,"Job ID: 100845 - Bachelor's degree. Two years experience in contract or purchasing, to include preparation, monitoring or review of contracts are required. Additional experience may substitute for the required
 education on a year-for-year basis.",Construction
100463,Senior Department of Transportation and Public Works Operations Scheduler,2026-05-22T00:00:00.000000Z,64299.44,113192.6,"Job ID: 100463 - Bachelor s Degree in Math, Statistics, Transportation Planning or other related field. Additional experience in transit scheduling or transportation planning may substitute for the required education on a year-for-year basis. Four years of experience in transit scheduling for a medium to large transportation system. Proof of education and work experience to meet minimum qualifications must be presented and will be verified.",Operations
100466,Administrative Officer 2 (Transportation and Public Works),2026-05-22T00:00:00.000000Z,53138.53,93994.22,Job ID: 100466 - Bachelors degree. One year of administrative experience is required. Additional administrative experience may substitute for the required college education on a year for year basis.,Administrative
100562,Department of Transportation and Public Works Facilities Superintendent (Plumbing),2026-05-23T00:00:00.000000Z,67425.25,118441.39,"Job ID: 100562 - High school diploma or GED. Two years of experience in building maintenance, construction or plumbing to include one year in a supervisory capacity are required. Must possess a Certificate of Competency as a Master Plumber issued by the Miami-Dade County Construction Trades Qualifying Board or State of Florida Certified Plumbing Contractor's License. Persons with Certificate of Competency issued by reciprocity with Miami-Dade County will be eligible. Certificate of Competency and/or State of Florida Certified Plumbing Contractor's License must be in good standing with Miami-Dade County Contractor Licensing and Enforcement Section and the Florida Department of Business and Professional Regulation with no pending complaints. Must pull construction and/or building permits. Proof of education and work experience to meet minimum qualifications must be presented and will be verified.",Maintenance
100397,"Elevator Contract Specialist (Transportation and Public
 Works)",2026-05-31T00:00:00.000000Z,77808.48,135857.18,"Job ID: 100397 - High school diploma or GED. Must possess a current valid State of Florida Certificate of Competency as an Elevator Inspector. Must
 possess a valid Driver license.",Construction
100799,Water and Sewer Maintenance Repairer,2026-05-22T00:00:00.000000Z,42413.05,63887.94,"Job ID: 100799 - Eighth grade. One year of experience performing semi-skilled maintenance and repair tasks or assisting with maintenance and repairs in any of a variety of the skilled trades is required. Must
 obtain a CDL/Class B during the probationary period.",Repair and Maintenance
101155,Water/Wastewater Operations Manager,2026-05-27T00:00:00.000000Z,99785.95,163629.72,"Job ID: 101155 - Bachelor's degree in Engineering and one year of professional supervisory experience to include planning or installation, repair and maintenance of water/sewer pipelines, general construction or mechanical maintenance; or High school diploma or GED and five years of supervisory experience related to the installation, repair and maintenance of water/sewer pipelines, general construction or mechanical maintenance are required. Must possess a Driver license.",Operations
101120,Utility Supply Specialist 1 (Water and Sewer),2026-05-28T00:00:00.000000Z,39930.22,65799.05,Job ID: 101120 - High school diploma or GED. One year of experience in warehousing OR supply and inventory control is required. Must possess a Driver license. Must operate a forklift. Purchasing experience is preferred.,Supply Chain
